y,m,d,p,e,q
1993,5,7,4.47,1,199.8352685
1993,5,8,8.18,3.1,188.5350287
1993,5,9,25.71,1.5,277.8381146
1993,5,10,0.02,1.6,332.1678689
1993,5,11,0,2,214.8832147
1993,5,12,0,1.9,166.8158829
1993,5,13,0,3.2,138.6582061
1993,5,14,19.26,3.5,175.819247
1993,5,15,2.48,0.7,221.3479577
1993,5,16,0.93,0.7,165.782448
1993,5,17,7.45,0.4,160.5809073
1993,5,18,14.19,1,217.1972852
1993,5,19,0.18,1.8,226.1920508
1993,5,20,0,2.3,162.1773643
1993,5,21,9.07,2.5,158.1434892
1993,5,22,0.75,2.2,160.309858
1993,5,23,40.93,2.4,294.677088
1993,5,24,11.89,2.2,512.3677451
1993,5,25,10.32,2.6,407.2080566
1993,5,26,32.15,0.1,528.564855
1993,5,27,14.03,2,661.2318672
1993,5,28,6.04,1.2,487.3235223
1993,5,29,3.66,3.4,336.3861416
1993,5,30,5.33,0.9,262.6844078
1993,5,31,29.59,2.5,383.4009736
1993,6,1,11.03,1,521.4938227
1993,6,2,0.43,2.9,380.4863179
1993,6,3,0.05,2.6,254.45726
1993,6,4,24.01,2.5,313.8032613
1993,6,5,14,2.2,447.8002785
1993,6,6,0.61,1.4,361.5491589
1993,6,7,0.13,1.1,244.3690791
1993,6,8,13.38,1.4,252.6416355
1993,6,9,0.72,1.4,266.0824205
1993,6,10,0.33,1.5,192.7884378
1993,6,11,0.31,3.1,158.3405836
1993,6,12,3.24,1.6,142.9446919
1993,6,13,3.91,2.2,138.9113473
1993,6,14,2.35,2.6,127.1947701
1993,6,15,37.45,1.9,266.8467546
1993,6,16,8.07,2.7,464.4243234
1993,6,17,2.61,1.1,323.2030617
1993,6,18,12.57,0.7,306.3155213
1993,6,19,9.85,0.1,362.0120136
1993,6,20,10.53,0.4,376.2227741
1993,6,21,0,0.2,323.3386377
1993,6,22,19.34,1.8,332.3314249
1993,6,23,9.47,2,410.6722108
1993,6,24,40.45,0.4,630.7332975
1993,6,25,9.15,2.5,794.3267414
1993,6,26,0.95,3.7,467.8529849
1993,6,27,0,4.8,302.5763443
1993,6,28,2.15,2,230.12834
1993,6,29,5.28,3,199.3892307
1993,6,30,13.45,1,241.8289989
1993,7,1,50.95,1.4,627.7788233
1993,7,2,36.77,0.9,1243.985941
1993,7,3,0.28,0.8,915.4859477
1993,7,4,0.28,0.9,451.6920844
1993,7,5,0.2,1.4,304.83225
1993,7,6,0,4,234.483142
1993,7,7,0.15,3.8,191.9457746
1993,7,8,0.12,1.9,163.7137647
1993,7,9,0.02,5.1,143.6219002
1993,7,10,0.01,3.1,128.4818182
1993,7,11,0.48,5.1,116.7152534
1993,7,12,0.74,6.8,107.1392137
1993,7,13,0,4.6,99.16524758
1993,7,14,1.16,4.8,92.50805233
1993,7,15,0.42,4.3,86.85968269
1993,7,16,0,4.3,81.95481409
1993,7,17,0.38,4.8,77.62524132
1993,7,18,0,4.3,73.76832596
1993,7,19,3.94,1.9,75.90118936
1993,7,20,11.39,2.9,103.4541055
1993,7,21,22.24,3.6,192.2736085
1993,7,22,9.34,1.4,278.0135907
1993,7,23,5.98,2.1,253.6434831
1993,7,24,7.59,2.4,233.2582881
1993,7,25,8.04,2.1,237.4568082
1993,7,26,32.77,4.5,377.0752587
1993,7,27,7.28,1.1,503.1090803
1993,7,28,14.02,6,400.6106447
1993,7,29,0.57,3.4,323.7835509
1993,7,30,0,4.1,230.557454
1993,7,31,0.42,3.7,183.9682328
1993,8,1,0.35,3.6,154.6479281
1993,8,2,0.09,2.6,133.9868261
1993,8,3,0,4.1,118.6515264
1993,8,4,0.31,3.6,106.779914
1993,8,5,0,4.7,97.31289811
1993,8,6,0.61,3,89.58292743
1993,8,7,7.78,2.5,99.04731563
1993,8,8,18.45,2.3,166.8290728
1993,8,9,10.25,2.8,241.1150311
1993,8,10,0.61,1.7,207.6126094
1993,8,11,0.86,2.1,157.3043232
1993,8,12,1.08,3.9,133.631694
1993,8,13,0.02,4.3,117.5088227
1993,8,14,0.22,2.1,105.1611897
1993,8,15,16.62,2.9,142.0456828
1993,8,16,5.43,3.9,187.9962644
1993,8,17,3.43,4,144.7526413
1993,8,18,0.98,4.4,120.9890172
1993,8,19,6.62,6.5,107.8498568
1993,8,20,5.43,3.1,105.4452793
1993,8,21,0.23,2,103.9251279
1993,8,22,0,4,90.80517986
1993,8,23,0.16,4,83.19434713
1993,8,24,0,4.6,77.25718521
1993,8,25,0,5,72.15598287
1993,8,26,0,4.5,67.72281271
1993,8,27,0.24,5,63.837603
1993,8,28,3.86,1.3,66.47390462
1993,8,29,1.6,2.3,70.02686496
1993,8,30,2.01,1.9,62.04501617
1993,8,31,0.14,2.5,58.72205235
1993,9,1,0,1.6,55.79003498
1993,9,2,0,4.6,53.30450922
1993,9,3,0,3.8,51.02167568
1993,9,4,0.19,4.4,48.93251446
1993,9,5,0.01,1.4,47.03521867
1993,9,6,3.97,2,49.23953907
1993,9,7,0.72,4.2,52.09903512
1993,9,8,0,3.8,46.62597071
1993,9,9,0,4.2,44.41715895
1993,9,10,0,3,42.77369391
1993,9,11,0,3.3,41.26356568
1993,9,12,0,3.6,39.85272557
1993,9,13,0.4,1.9,38.5480766
1993,9,14,3.87,3.3,38.35999019
1993,9,15,0.09,0.5,38.44350365
1993,9,16,0.16,6.6,36.33915142
1993,9,17,0,4.5,35.09159415
1993,9,18,1.5,3.4,34.05028662
1993,9,19,3.65,3.6,33.19800254
1993,9,20,1.26,3.7,32.43415223
1993,9,21,0,4.9,31.4908896
1993,9,22,0,5.2,30.6209627
1993,9,23,0.42,2.5,29.80317888
1993,9,24,0.37,2.6,29.05515295
1993,9,25,2.85,0.9,31.22555912
1993,9,26,0.76,0.4,34.63182481
1993,9,27,4.08,1.3,35.49130724
1993,9,28,6.59,0.1,49.43542936
1993,9,29,9.56,0.9,72.83945794
1993,9,30,1.27,1.5,78.42367968
1993,10,1,0,3.4,58.31927706
1993,10,2,0,3.5,52.83203207
1993,10,3,0,3.7,49.57686182
1993,10,4,0,2.5,46.71639939
1993,10,5,0,2.8,44.19303494
1993,10,6,0,4.1,41.93087762
1993,10,7,0,3.5,39.88277457
1993,10,8,0,2.5,38.03769922
1993,10,9,0,3.5,36.36587923
1993,10,10,0,3,34.83231904
1993,10,11,0,3.5,33.4252181
1993,10,12,0,1,32.13724934
1993,10,13,0,1.5,30.97141821
1993,10,14,0.45,0.9,29.90157069
1993,10,15,0.99,0.6,29.47367683
1993,10,16,0.05,0.4,29.23342401
1993,10,17,0.25,2,27.7463724
1993,10,18,0.3,1.7,26.84772439
1993,10,19,0,2.2,26.07501823
1993,10,20,0,3.5,25.33663772
1993,10,21,0,2.7,24.62944755
1993,10,22,0,2.4,23.96440291
1993,10,23,0,3,23.3337012
1993,10,24,1.25,1.4,22.74115764
1993,10,25,15.04,2.7,38.41333081
1993,10,26,26.59,0.1,107.8093272
1993,10,27,18.15,1.4,199.0490055
1993,10,28,5.85,4.6,192.2964149
1993,10,29,4.43,0.4,149.4166273
1993,10,30,0.06,3.6,133.9434162
1993,10,31,0,3,108.2048022
1993,11,1,0,2,93.29822318
1993,11,2,0,2.3,82.42652669
1993,11,3,0.08,0.9,73.82049734
1993,11,4,0,1.1,66.86616252
1993,11,5,0.01,0.1,61.13992375
1993,11,6,0,0.2,56.35980507
1993,11,7,0.09,1.6,52.30133531
1993,11,8,0,1.5,48.80392468
1993,11,9,0.55,1,45.77259814
1993,11,10,0.01,2.5,43.11824474
1993,11,11,0,2.1,40.75678478
1993,11,12,0.02,2.2,38.65269331
1993,11,13,0,0.3,36.77535317
1993,11,14,0,1.8,35.09603587
1993,11,15,0,0.9,33.57155722
1993,11,16,0,2.3,32.18581797
1993,11,17,0.43,1.9,30.91220324
1993,11,18,0,1.9,29.74621896
1993,11,19,1.3,0.7,29.49675551
1993,11,20,4.61,1.7,33.52080018
1993,11,21,4.35,1.3,40.91438185
1993,11,22,0,2.8,40.37737787
1993,11,23,2.76,2.2,34.44458124
1993,11,24,0,1.6,33.45630426
1993,11,25,0,0.8,31.27635817
1993,11,26,0.02,1.6,29.96545823
1993,11,27,0,1.5,28.85305126
1993,11,28,0.31,0.6,27.83282782
1993,11,29,0.24,5.8,26.87832701
1993,11,30,23.61,2,57.50394513
1993,12,1,5.29,0.4,109.4862274
1993,12,2,0,0.2,81.46507238
1993,12,3,0,1.1,63.62077718
1993,12,4,0,2.2,57.46439546
1993,12,5,0,1.6,53.03451822
1993,12,6,0.32,1.1,49.25668383
1993,12,7,0.78,1.5,46.0046488
1993,12,8,0.16,1.3,43.17323811
1993,12,9,0.35,1.4,40.68426484
1993,12,10,0,2,38.47733707
1993,12,11,0,0.5,36.5084971
1993,12,12,1.75,0.2,37.04224709
1993,12,13,12.46,0,57.93756373
1993,12,14,0.64,0.1,79.23158514
1993,12,15,0.5,0.1,57.39025122
1993,12,16,0.28,0.7,51.20025824
1993,12,17,0,1.2,47.09456942
1993,12,18,0,1.3,44.06860254
1993,12,19,0.02,1.3,41.48007424
1993,12,20,0,1.7,39.19093485
1993,12,21,0,1.7,37.14971316
1993,12,22,0,1.9,35.31897383
1993,12,23,0,1.4,33.66908393
1993,12,24,0,1.6,32.17746733
1993,12,25,0,1.4,30.8203499
1993,12,26,0,1.1,29.58327097
1993,12,27,0,0.9,28.45292344
1993,12,28,0,0.9,27.41607103
1993,12,29,0,3,26.45237633
1993,12,30,0,0.6,25.55218066
1993,12,31,0,1.9,24.72463155
1994,1,1,0,1.15,23.94960501
1994,1,2,0,7.55,23.206914
1994,1,3,0,0.85,22.48509111
1994,1,4,0,0.72,21.83809761
1994,1,5,0,0.66,21.23648875
1994,1,6,0,0.41,20.67339983
1994,1,7,0,0.79,20.14491002
1994,1,8,0,0.71,19.64566061
1994,1,9,0,1.24,19.17317095
1994,1,10,3.65,1.3,21.32462189
1994,1,11,1.04,0.91,24.3865035
1994,1,12,1.08,0.95,20.81814905
1994,1,13,2.08,1.04,21.07702312
1994,1,14,0,0.83,21.87056726
1994,1,15,1.38,1.17,20.08029813
1994,1,16,0.28,0.73,19.7230678
1994,1,17,0,0.66,18.96411576
1994,1,18,0.13,1.19,18.4932653
1994,1,19,2.09,0.82,19.4577345
1994,1,20,3.78,0.93,23.99556057
1994,1,21,1.03,0.61,26.28680821
1994,1,22,0.33,0.81,22.0130985
1994,1,23,0.18,0.97,20.36243104
1994,1,24,0,0.86,19.77126523
1994,1,25,0,0.93,19.2823121
1994,1,26,0,0.96,18.81973611
1994,1,27,0,1.22,18.3807948
1994,1,28,0,1.06,17.96320988
1994,1,29,0,0.83,17.56753645
1994,1,30,0.1,0.96,17.19243117
1994,1,31,0.02,0.81,16.83555615
1994,2,1,0,0.69,16.49611069
1994,2,2,0.08,0.78,16.17294841
1994,2,3,0,0.72,15.8644599
1994,2,4,0.56,0.79,15.57082675
1994,2,5,13.15,0.81,28.46283252
1994,2,6,14.84,0.79,65.15811208
1994,2,7,0.58,0.93,70.9032991
1994,2,8,0.6,1,45.39558542
1994,2,9,0,0.81,40.27918903
1994,2,10,2.66,0.84,40.63714241
1994,2,11,28.52,1.1,89.32603574
1994,2,12,1.05,0.95,146.8083649
1994,2,13,13.49,0.82,124.0492834
1994,2,14,30.34,0.94,233.3633774
1994,2,15,4.77,0.66,303.2191507
1994,2,16,18.66,0.98,282.6340008
1994,2,17,18.85,0.93,364.4434015
1994,2,18,6.95,0.92,355.4411528
1994,2,19,5,0.79,277.933586
1994,2,20,1.48,0.87,218.287785
1994,2,21,0,0.89,166.9563425
1994,2,22,0.16,0.96,134.9708868
1994,2,23,0.53,1.34,113.8554866
1994,2,24,3.12,0.94,104.3376682
1994,2,25,0.3,0.83,97.85129684
1994,2,26,10.3,0.71,108.2632836
1994,2,27,5.71,1,137.1915732
1994,2,28,6.56,1.07,136.0525375
1994,3,1,0.83,1,126.3632554
1994,3,2,1.36,1.19,101.2466967
1994,3,3,2.47,0.86,92.91939509
1994,3,4,0,1.19,87.11914402
1994,3,5,0,1.28,75.94187855
1994,3,6,4.62,1.31,76.25990325
1994,3,7,43.25,1.36,202.9736347
1994,3,8,6.14,1.49,367.9502229
1994,3,9,10.63,0.96,287.0793587
1994,3,10,1.22,0.89,250.0978018
1994,3,11,5.79,0.94,201.0632588
1994,3,12,3.95,1.41,188.6468876
1994,3,13,9.99,1.73,188.1005667
1994,3,14,0.46,1.44,182.5202159
1994,3,15,7.86,1,162.8846596
1994,3,16,5.45,1.35,175.7502928
1994,3,17,14.54,1.68,201.0150045
1994,3,18,6.07,0.81,233.3360659
1994,3,19,20.65,1.13,278.3288367
1994,3,20,1.38,1.29,302.145959
1994,3,21,11.83,1.22,251.524449
1994,3,22,16.08,0.86,319.3050272
1994,3,23,0.09,1.21,304.1076095
1994,3,24,0,1.21,206.8079187
1994,3,25,0,1.2,162.9724675
1994,3,26,0,0.84,136.0973498
1994,3,27,0,0.91,117.0488434
1994,3,28,1.04,1.06,102.9187162
1994,3,29,13.15,0.85,129.9985455
1994,3,30,19.88,1.16,233.5319655
1994,3,31,26.99,1.39,397.6338983
1994,4,1,3.15,1.28,424.9664245
1994,4,2,0,1.14,272.8176521
1994,4,3,0.18,1.06,200.8388627
1994,4,4,0.06,1.59,162.0363244
1994,4,5,0,1.1,136.2698049
1994,4,6,0.68,0.88,117.9077075
1994,4,7,0,1.21,104.2199248
1994,4,8,37.54,1.38,228.955379
1994,4,9,4.01,1.56,388.7914985
1994,4,10,26.96,1.96,395.9341739
1994,4,11,5.54,1.96,453.6317278
1994,4,12,1.62,1.87,301.6439522
1994,4,13,0.03,1.92,216.9163805
1994,4,14,1.14,1.65,173.2212576
1994,4,15,0.22,1.94,145.007207
1994,4,16,0,2.2,125.0745004
1994,4,17,0.17,2.05,110.2917395
1994,4,18,0,1.48,98.9400908
1994,4,19,0,1.63,89.97092924
1994,4,20,5.87,1.54,95.15163006
1994,4,21,3.67,1.72,107.4434463
1994,4,22,17.61,2.39,146.8789286
1994,4,23,7.77,2.04,209.6531725
1994,4,24,37.95,2.58,355.8128051
1994,4,25,30.09,2.06,698.2769554
1994,4,26,9.74,1.92,666.3163636
1994,4,27,2.08,1.91,425.2087709
1994,4,28,0.15,2.54,279.4435943
1994,4,29,0,2.24,211.591756
1994,4,30,0,2.1,171.5897563
1994,5,1,40.93,1.86,343.5852219
1994,5,2,130.25,1.99,2005.469767
1994,5,3,5.26,1.44,2392.917756
1994,5,4,0.15,1.95,733.0148182
1994,5,5,0,2.48,401.2422111
1994,5,6,0.03,3.24,282.445536
1994,5,7,0,2.32,219.576316
1994,5,8,0,2.5,180.8860776
1994,5,9,0,2.73,154.7998056
1994,5,10,22.08,2.26,227.774296
1994,5,11,2.29,2.39,300.6292106
1994,5,12,0,2,206.8080056
1994,5,13,0,2.23,168.6826606
1994,5,14,14.07,2.47,198.5672853
1994,5,15,1.33,2.71,227.951653
1994,5,16,5.4,2.47,184.2531401
1994,5,17,11.34,2.44,211.4296905
1994,5,18,0.51,2.47,218.5286984
1994,5,19,0,2.54,167.2620837
1994,5,20,0,2.53,142.9310911
1994,5,21,12.54,2.16,169.5465755
1994,5,22,1.08,2.44,196.5649667
1994,5,23,15.04,2.38,208.1738714
1994,5,24,33.19,2.1,430.5046979
1994,5,25,32.92,2.54,792.688913
1994,5,26,2.82,2.39,698.3029493
1994,5,27,31.47,2.08,634.8852057
1994,5,28,1.48,2.26,640.6298869
1994,5,29,0,2.06,364.6650813
1994,5,30,0.76,2.89,261.4076525
1994,5,31,2.85,2.31,210.8070558
1994,6,1,0.69,2.55,178.9489582
1994,6,2,0.23,2.74,153.4487846
1994,6,3,0,2.97,135.630727
1994,6,4,0,3.26,122.1891585
1994,6,5,1.73,2.64,111.6993285
1994,6,6,6.84,2.49,118.8302825
1994,6,7,0.87,3.21,126.8717238
1994,6,8,2.67,3.04,108.1531068
1994,6,9,3.24,3.46,99.455005
1994,6,10,28.25,3.41,189.0176895
1994,6,11,25.87,2.91,437.6075993
1994,6,12,2.81,3.26,442.1331802
1994,6,13,4.47,2.75,288.3094834
1994,6,14,76.05,3.22,819.4975007
1994,6,15,136.05,3.29,3305.103776
1994,6,16,26.2,2.85,3153.725841
1994,6,17,48.74,2.84,1725.156329
1994,6,18,4.43,2.9,1238.736242
1994,6,19,89.96,3.03,1721.016185
1994,6,20,54.64,3.05,2782.214256
1994,6,21,63.37,3.06,2519.675815
1994,6,22,10.12,3.95,1726.505335
1994,6,23,0.95,3.93,725.2963033
1994,6,24,0.28,3.43,430.6074487
1994,6,25,0.44,3.45,318.5412691
1994,6,26,1.04,3.9,258.524666
1994,6,27,1.25,4.12,221.0060025
1994,6,28,0,3.74,195.2821321
1994,6,29,0,3.89,176.3877915
1994,6,30,0,3.51,161.8694616
1994,7,1,0,3.46,150.331804
1994,7,2,0,3.06,140.9019805
1994,7,3,0.05,3.39,133.0070509
1994,7,4,1.1,3.96,126.2530165
1994,7,5,1.32,4.01,120.4207768
1994,7,6,0.1,4.43,115.2078297
1994,7,7,9.26,4.16,130.7833952
1994,7,8,0.17,3.94,146.7564513
1994,7,9,0,4.77,125.9750827
1994,7,10,0,5.06,116.7807854
1994,7,11,24.14,4.59,194.6072398
1994,7,12,26.91,4.91,425.4558522
1994,7,13,1.26,4.61,449.1147023
1994,7,14,1.79,4.72,287.1027466
1994,7,15,1.92,5.36,222.4567896
1994,7,16,0.33,4.98,185.6210673
1994,7,17,11.73,5.04,192.7428099
1994,7,18,0.59,5.11,201.2659892
1994,7,19,3.88,5.54,161.142587
1994,7,20,2.4,4.39,141.165962
1994,7,21,0,5.09,127.3313631
1994,7,22,1.42,5.06,116.3254057
1994,7,23,0.37,4.93,107.4069468
1994,7,24,0,4.79,99.94131758
1994,7,25,0,4.6,93.58074396
1994,7,26,0.16,4.67,88.08989155
1994,7,27,0.17,4.43,83.29146035
1994,7,28,0,5.35,79.02282868
1994,7,29,1.22,4.71,75.19668964
1994,7,30,1.55,4.26,71.83167519
1994,7,31,0.71,4.05,68.82492127
1994,8,1,0,4.6,66.05264899
1994,8,2,0,4.34,63.46123622
1994,8,3,0,4.56,61.0515365
1994,8,4,5.71,4.61,61.50689152
1994,8,5,7.34,4.36,69.76813165
1994,8,6,0.98,4.49,73.47547428
1994,8,7,0.56,4.34,64.29801774
1994,8,8,1.81,4.5,60.8147432
1994,8,9,23.59,4.16,110.2000534
1994,8,10,3.48,4.15,171.5261882
1994,8,11,3.95,4.14,118.2161974
1994,8,12,0.51,3.89,101.7018977
1994,8,13,2.31,4.11,92.24058775
1994,8,14,3.49,4.01,84.65601671
1994,8,15,11.18,4.59,97.16725285
1994,8,16,7.23,4.36,120.2016233
1994,8,17,0.88,4.2,107.3027838
1994,8,18,1.99,4.1,91.03110757
1994,8,19,3.03,4.08,82.94338271
1994,8,20,1.03,3.76,76.8316841
1994,8,21,2.32,3.7,71.68280116
1994,8,22,14.95,3.89,96.74264646
1994,8,23,0.15,4,125.4146713
1994,8,24,0.01,3.55,94.34556386
1994,8,25,0.98,3.37,83.68227581
1994,8,26,0,4.14,77.01159682
1994,8,27,5.07,4.09,73.9181895
1994,8,28,6.91,3.79,79.66576975
1994,8,29,5.06,3.59,85.41893315
1994,8,30,0.22,3.28,78.0030089
1994,8,31,0,3.52,69.36028727
1994,9,1,0,3.44,64.55925399
1994,9,2,7.96,3.76,70.52215931
1994,9,3,7.52,3.59,87.57107123
1994,9,4,7.86,3.67,96.61583776
1994,9,5,2.77,3.15,93.93824675
1994,9,6,20.54,3.33,128.2887386
1994,9,7,6.58,3.97,185.6990737
1994,9,8,3.47,3.78,141.5175792
1994,9,9,0.98,3.64,114.9872177
1994,9,10,0.79,3.41,100.9768063
1994,9,11,2.58,3.5,90.56195834
1994,9,12,1.34,3.04,82.28508649
1994,9,13,0.11,2.71,75.51650277
1994,9,14,0.19,3.09,69.86114351
1994,9,15,0.05,2.89,65.06594044
1994,9,16,0,3.27,60.94421225
1994,9,17,3.03,2.93,57.61308305
1994,9,18,0.2,2.8,54.77964673
1994,9,19,0.9,2.9,51.84246743
1994,9,20,14.07,3.22,72.64393817
1994,9,21,4.61,2.91,102.0590354
1994,9,22,1.63,2.66,80.94309124
1994,9,23,2.38,3.04,69.70582632
1994,9,24,0.19,2.74,64.43459049
1994,9,25,0.01,2.5,60.22789365
1994,9,26,0.01,2.96,56.58403095
1994,9,27,0.01,2.88,53.39024772
1994,9,28,0,2.66,50.57241784
1994,9,29,0,2.24,48.07310394
1994,9,30,0,2.41,45.84192849
1994,10,1,0,2.96,43.82568392
1994,10,2,0.25,3.09,41.98816684
1994,10,3,0.41,2.84,40.3142285
1994,10,4,16.78,2.82,64.97309491
1994,10,5,15.87,2.59,129.5691349
1994,10,6,18.17,2.79,186.1379271
1994,10,7,19.85,2.66,265.5302021
1994,10,8,0.41,3.04,264.6481844
1994,10,9,0.11,2.89,180.1390364
1994,10,10,0.88,2.77,144.0330479
1994,10,11,1.9,3.04,121.6978687
1994,10,12,0.3,2.18,105.4388155
1994,10,13,2.94,2.41,94.585269
1994,10,14,0.57,2.36,86.3045005
1994,10,15,0,2.44,77.30295102
1994,10,16,0,2.19,70.58351658
1994,10,17,0,2.27,65.08730064
1994,10,18,0,2.54,60.43957808
1994,10,19,0.13,2.64,56.45485526
1994,10,20,0.15,2.59,53.00284534
1994,10,21,0,1.91,49.9887022
1994,10,22,0,1.76,47.34100314
1994,10,23,0,1.96,44.99304381
1994,10,24,0,1.89,42.89298076
1994,10,25,0,2.11,41.00279402
1994,10,26,0,1.67,39.2926135
1994,10,27,0,1.76,37.74235956
1994,10,28,0,1.94,36.32515641
1994,10,29,0,1.86,35.02290222
1994,10,30,0,2.47,33.81903579
1994,10,31,0,2.16,32.69820423
1994,11,1,0,2.68,31.65439517
1994,11,2,0,2.19,30.67647839
1994,11,3,0,1.94,29.7664176
1994,11,4,0,2.06,28.91566369
1994,11,5,0,1.84,28.11663656
1994,11,6,0,1.37,27.36928761
1994,11,7,0,1.56,26.66976044
1994,11,8,0,2.02,26.00651578
1994,11,9,0,2.01,25.37391638
1994,11,10,0,2.04,24.77225048
1994,11,11,1.11,1.96,24.2051909
1994,11,12,0,1.76,23.67329767
1994,11,13,0,1.19,23.16357798
1994,11,14,0,1.44,22.68112692
1994,11,15,0,1.05,22.22145245
1994,11,16,0.04,1.17,21.7858517
1994,11,17,0,1.58,21.36790622
1994,11,18,0,1.51,20.96412449
1994,11,19,0,1.59,20.5761371
1994,11,20,0,1.49,20.20277683
1994,11,21,0.76,1.12,19.84885495
1994,11,22,0,1.28,19.51500052
1994,11,23,0,1.7,19.18698633
1994,11,24,0,1.38,18.86757954
1994,11,25,0,1.56,18.56005174
1994,11,26,0,1.3,18.26239684
1994,11,27,0,1.74,17.97441281
1994,11,28,0.25,1.37,17.69447654
1994,11,29,0.14,1.64,17.42585834
1994,11,30,13.97,1.81,31.56267761
1994,12,1,1.49,1.54,51.00964181
1994,12,2,22.54,1.47,64.13918607
1994,12,3,18.24,1.64,142.8703956
1994,12,4,1.9,1.55,146.4095314
1994,12,5,0,1.31,101.6498718
1994,12,6,0.02,1.28,85.96063674
1994,12,7,6.05,1.26,87.58192124
1994,12,8,39.07,1.46,201.6043374
1994,12,9,28.26,1.58,445.6713155
1994,12,10,21.17,1.2,532.1304475
1994,12,11,3.35,1.31,438.6458993
1994,12,12,8.41,1.09,317.9317066
1994,12,13,0.04,1.06,260.1313014
1994,12,14,3.22,0.98,197.358905
1994,12,15,3.28,0.99,174.0183687
1994,12,16,0.1,0.95,148.4273053
1994,12,17,0.19,0.94,121.4025918
1994,12,18,0,1.54,104.5149431
1994,12,19,0.29,1.11,92.09808994
1994,12,20,3.48,1.03,88.6932788
1994,12,21,0.5,1.11,86.9558666
1994,12,22,0.07,1.09,75.0492247
1994,12,23,0,1.14,68.24582918
1994,12,24,0.19,1.01,63.01334536
1994,12,25,9.92,1.34,77.61581612
1994,12,26,3.04,1.14,99.39185787
1994,12,27,0.92,0.64,82.99464508
1994,12,28,0.25,0.76,71.93295625
1994,12,29,0.53,1.29,65.41305712
1994,12,30,0.17,1.22,60.62068742
1994,12,31,0,0.59,56.59741216
1995,1,1,0,1.15,53.14098879
1995,1,2,0.03,7.55,50.06934776
1995,1,3,10.4,0.85,66.21283565
1995,1,4,1.29,0.72,87.00576087
1995,1,5,0,0.66,66.8975398
1995,1,6,0,0.41,59.34943764
1995,1,7,0,0.79,55.31006195
1995,1,8,0,0.71,51.93287332
1995,1,9,0,1.24,48.99409056
1995,1,10,0,1.3,46.40758322
1995,1,11,0.55,0.91,44.12441859
1995,1,12,0.18,0.95,42.10270354
1995,1,13,0,1.04,40.28862398
1995,1,14,0.05,0.83,38.65280315
1995,1,15,0.41,1.17,37.17502086
1995,1,16,0.04,0.73,35.83292459
1995,1,17,0,0.66,34.60930667
1995,1,18,0,1.19,33.48514514
1995,1,19,0,0.82,32.44592937
1995,1,20,0,0.93,31.48804382
1995,1,21,0,0.61,30.60145724
1995,1,22,0,0.81,29.7802766
1995,1,23,3.12,0.97,32.19764409
1995,1,24,2.25,0.86,37.4782004
1995,1,25,11.31,0.93,52.60358525
1995,1,26,30.99,0.96,139.5658121
1995,1,27,6.86,1.22,228.7266684
1995,1,28,1.26,1.06,167.4741183
1995,1,29,0.03,0.83,127.5229083
1995,1,30,0.2,0.96,108.1188163
1995,1,31,0,0.81,94.69534535
1995,2,1,0,0.69,84.34100955
1995,2,2,0,0.78,76.11326724
1995,2,3,0,0.72,69.43063776
1995,2,4,0,0.79,63.90483583
1995,2,5,0,0.81,59.26424524
1995,2,6,0,0.79,55.31640229
1995,2,7,0,0.93,51.91895456
1995,2,8,6.31,1,59.36308253
1995,2,9,0.5,0.81,68.40896909
1995,2,10,0,0.84,55.62037296
1995,2,11,0.69,1.1,51.23979119
1995,2,12,0.09,0.95,48.37922584
1995,2,13,9.11,0.82,61.86478046
1995,2,14,0.99,0.94,78.24995134
1995,2,15,1.84,0.66,62.40131235
1995,2,16,1.83,0.98,61.16780106
1995,2,17,5.23,0.93,66.30732331
1995,2,18,18.75,0.92,113.9747221
1995,2,19,5.95,0.79,167.3794892
1995,2,20,14.25,0.87,180.065138
1995,2,21,19.78,0.89,270.4528378
1995,2,22,6.43,0.96,306.6679999
1995,2,23,5.97,1.34,251.7126441
1995,2,24,6.45,0.94,229.280003
1995,2,25,2.13,0.83,203.0680557
1995,2,26,0.47,0.71,160.7622647
1995,2,27,0,1,131.4358434
1995,2,28,0,1.07,112.7536401
1995,3,1,0.15,1,99.02826971
1995,3,2,1.43,1.19,89.09914064
1995,3,3,0.17,0.86,81.32707843
1995,3,4,0,1.19,73.95509162
1995,3,5,0,1.28,68.16160485
1995,3,6,0,1.31,63.34136432
1995,3,7,0.54,1.36,59.24648611
1995,3,8,2.39,1.49,57.64523513
1995,3,9,4.25,0.96,63.65097013
1995,3,10,0.2,0.89,66.74768248
1995,3,11,10.4,0.94,78.41853157
1995,3,12,3.57,1.41,104.0221345
1995,3,13,16.16,1.73,126.3190889
1995,3,14,6.83,1.44,174.6630337
1995,3,15,10.25,1,180.2742481
1995,3,16,9.85,1.35,210.8528118
1995,3,17,22.19,1.68,287.1205594
1995,3,18,0.59,0.81,311.8419843
1995,3,19,0,1.13,206.3971542
1995,3,20,0.33,1.29,161.8599067
1995,3,21,6.33,1.22,153.8978566
1995,3,22,0.25,0.86,150.2893692
1995,3,23,0.32,1.21,120.8231504
1995,3,24,3.15,1.21,110.9163673
1995,3,25,6.16,1.2,120.3374862
1995,3,26,0,0.84,120.4909288
1995,3,27,0,0.91,98.53894072
1995,3,28,3.76,1.06,95.39542295
1995,3,29,11.67,0.85,127.5108835
1995,3,30,2.14,1.16,150.4104726
